9999,24,112,108,3,1,151,150,146,142,144,140,191,185,54,55,72,38,48,93,95,3006,3007,3010,3013,3014,3015,3016
6,7,0,0,6,0,0,0,5,0,0,0,2,0,4,6,0,3,6,0,6,6,6,6,6,6,6,6
7,7,0,0,6,3,0,3,0,0,2,0,3,6,4,6,0,3,2,0,3,6,6,6,6,6,6,6
8,7,0,3,6,3,0,3,0,0,0,0,0,3,6,2,0,3,0,0,5,6,6,6,6,6,6,6
9,2,0,2,6,2,0,3,0,3,0,0,0,6,0,2,2,3,0,0,4,6,6,6,6,6,6,6
10,2,0,2,3,1,0,3,0,3,0,0,0,2,0,2,0,0,0,0,3,6,6,6,6,6,6,6
16,5,0,1,3,3,2,0,0,0,0,0,0,2,0,4,0,3,0,0,2,6,6,6,6,6,6,6
17,3,0,1,1,3,2,0,0,0,2,0,0,2,0,3,0,3,6,1,2,6,6,6,6,6,6,6
18,3,0,1,2,3,4,3,0,0,2,0,0,1,2,2,0,3,4,2,3,6,6,6,6,6,6,6
19,5,0,1,4,3,4,3,0,0,0,2,0,2,1,2,0,3,4,2,5,6,6,6,6,6,6,6
20,6,0,3,6,4,6,5,0,3,0,2,5,4,1,6,0,3,9,3,6,6,6,6,6,6,6,6
21,6,0,3,6,6,6,5,5,0,3,4,6,6,1,6,2,3,9,6,5,6,6,6,6,6,6,6
9191,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
